codi_client,nom,marca,temporada,colleccio_client,seccio_client,familia_client,tipologia,target,construccio,garment_group,garment_type,garment_type_item,size_system,talles_model,talles_flag,talla_base,grading_rule_set,num_talles,num_colors,colors,segons_colors,num_packs,packs,variants,comprador,dissenyador,proveidor_id,proveidor,referencia_proveidor,teixit,composicio,fob_usd,cif,marge,tarifa,srp,mark_up,cost_sms,estat_proto,data_proto,estat_sms,produccio_aprovada,fitxa_mail,design_ready,patronatge_ready,sourcing_ready,enviament_amb_mostra,estat_erp,actiu,watchpoints
LBASB0901,DALLAS,LOSAN,SS27,TEEN BOY,PANT,BASIC LINE,Carry Over,TEEN_BOY,WOVEN,BOTTOMS,TAILORED_PANTS,trousers,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Bottoms,5,4,NAVY,BLACK || MEDIUM GREY MELANGE,1,PACK 5 (08-16),24,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01FL503 NO BRUSHED FLEECE,100%COTTON 260GRS,4.4,,,5.98,14.95,2.5,6.6,,,,,false,true,true,false,false,Borrador,true,
LBASB0902,FILADELFIA,LOSAN,SS27,TEEN BOY,PANT,BASIC LINE,Carry Over,TEEN_BOY,WOVEN,BOTTOMS,TAILORED_PANTS,trousers,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Bottoms,5,2,DESERT,DARK NAVY,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000029,SOURCE INTERNATIONAL,,02TW131 INTERWILL,98%COTTON 2%ELASTANE 195GRS,5.95,,,10.78,26.95,2.5,8.93,,,,,false,true,true,false,false,Borrador,true,
LBASB1001,CORUÑA,LOSAN,SS27,TEEN BOY,SHORT,BASIC LINE,Carry Over,TEEN_BOY,WOVEN,BOTTOMS,TAILORED_PANTS,shorts,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Bottoms,5,2,NAVY,BLACK || LIGHT GREY MELANGE,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01FL503 NO BRUSHED FLEECE,100%COTTON 260GRS,3.3,,,5.98,14.95,2.5,4.95,,,,,false,true,true,false,false,Borrador,true,
LBASB1002,FERROL,LOSAN,SS27,TEEN BOY,SHORT,BASIC LINE,Carry Over,TEEN_BOY,WOVEN,BOTTOMS,TAILORED_PANTS,shorts,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Bottoms,5,2,BLACK,NAVY || MEDIUM GREY MELANGE,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ011 SINGLE JERSEY,100%COTTON 220GRS,3.2,,,5.18,12.95,2.5,4.8,,,,,false,true,true,false,false,Borrador,true,
LBASB1801,ZADAR,LOSAN,SS27,TEEN BOY,DENIM,BASIC LINE,Carry Over,TEEN_BOY,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Bottoms,5,1,MEDIUM DENIM,LIGHT DENIM,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000042,ZILLION EXPORTS,,02DE279 DENIM FLEECE EFFECT,"87% CO. 12 %PT, 1% EA 9.0 OZ.",,,,11.18,27.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
LBASB1901,MILAN,LOSAN,SS27,TEEN BOY,DENIM,BASIC LINE,Carry Over,TEEN_BOY,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Bottoms,5,2,LIGHT DENIM,MEDIUM DENIM || GREY DENIM,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000042,ZILLION EXPORTS,,02DE1058 DENIM,"73% CO, 25% PL, 2% EA",,,,7.18,17.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
LBASB1902,BOLONIA,LOSAN,SS27,TEEN BOY,DENIM,BASIC LINE,Carry Over,TEEN_BOY,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Bottoms,5,2,MEDIUM DENIM,LIGHT DENIM || GREY DENIM,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000042,ZILLION EXPORTS,,02DE1019 DENIM,"80% CO, 18% POLYESTER, 2% EA",,,,9.18,22.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
LBASB1903,VIENA,LOSAN,SS27,TEEN BOY,DENIM,CHIRINGUITO FOREVER,Carry Over,TEEN_BOY,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Bottoms,5,1,MEDIUM DENIM,GREY DENIM,1,PACK 5 (08-16),6,SYLVIE MARQUES,,400000038,"WEIFANG XINHUALI CLOTHING CO .,LTD",,01FL605 NO BRUSHED DENIM FLEECE,"96 % CO, 4% EA - 300 GR.",5.2,,,9.18,22.95,2.5,7.8,,,,,false,true,true,false,false,Borrador,true,
LBASBB0101,MAHON,LOSAN,SS27,BABY BOY,T-SHIRT,BASIC LINE,Carry Over,BABY_BOY,KNIT,TOPS,NEWBORN,baby_top,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,LOS Baby Knit — Tops,6,,WHITE,,1,PACK 5 (06/09-24/36),,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ007 SINGLE JERSEY,100% COTTON 160 GR,1.5,,,2.38,5.95,2.5,2.25,,,,,false,true,true,false,false,Borrador,true,
LBASBB0301,SALAMANCA,LOSAN,SS27,BABY BOY,SHIRT,BASIC LINE,Carry Over,BABY_BOY,WOVEN,TOPS,BUTTONED_TOPS,shirt_woven,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,,WHITE,,1,PACK 5 (06/09-24/36),,ALBERT PARREÑO,,400000034,THE SHANIN CORPORATION LTD.,400000034,02LN1004 COTTON LINE,70% COTTON 30% LINEN,,,,8.78,21.95,2.5,,,,,,false,true,true,false,false,Borrador,true,ITEM_GENERIC_TARGET_NADO · PENDING_GRADING
LBASBB0302,VITORIA,LOSAN,SS27,BABY BOY,SHIRT,BASIC LINE,Carry Over,BABY_BOY,WOVEN,TOPS,BUTTONED_TOPS,shirt_woven,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,,WHITE,,1,PACK 5 (06/09-24/36),,ALBERT PARREÑO,,400000034,THE SHANIN CORPORATION LTD.,400000034,02LN1004 COTTON LINEN,70% COTTON 30% LINEN - 115GR,,,,9.18,22.95,2.5,,,,,,false,true,true,false,false,Borrador,true,ITEM_GENERIC_TARGET_NADO · PENDING_GRADING
LBASBB0601,SITGES,LOSAN,SS27,BABY BOY,OUTERWEAR,BASIC LINE,Carry Over,BABY_BOY,WOVEN,OUTERWEAR,STRUCTURED_JACKETS,casual_jacket,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,,NAVY,,1,PACK 5 (06/09-24/36),,SYLVIE MARQUES,,400000038,"WEIFANG XINHUALI CLOTHING CO .,LTD",400000038,02NY1049 NYLON,100% POLYESTER,4.5,,,9.18,22.95,2.5,6.75,,,,,false,true,true,false,false,Borrador,true,ITEM_GENERIC_TARGET_NADO · PENDING_GRADING
LBASBB0901,VIC,LOSAN,SS27,BABY BOY,PANT,BASIC LINE,Carry Over,BABY_BOY,WOVEN,BOTTOMS,NEWBORN,baby_leggings,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,2,NAVY,MEDIUM GREY MELANGE,1,PACK 5 (06/09-24/36),14,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01FL503 NO BRUSHED FLEECE,100% COTTON 260 GR,2.4,,,3.98,9.95,2.5,3.6,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASBB0902,TUDELA,LOSAN,SS27,BABY BOY,PANT,BASIC LINE,Carry Over,BABY_BOY,WOVEN,BOTTOMS,NEWBORN,baby_leggings,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,,MEDIUM DENIM,,1,PACK 5 (06/09-24/36),,ALBERT PARREÑO,,400000027,SHAQAD FASHION,,02DE114 DENIM,100% COTTON,4.8,,,7.98,19.95,2.5,7.2,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASBB0903,ZARAGOZA,LOSAN,SS27,BABY BOY,PANT,BASIC LINE,Carry Over,BABY_BOY,WOVEN,BOTTOMS,NEWBORN,baby_leggings,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,,MEDIUM DENIM,,1,PACK 5 (06/09-24/36),,ALBERT PARREÑO,,400000042,ZILLION EXPORTS,400000042,02DE1058 DENIM,73% COTTON 25% POLI 2% ELASTH,,,,7.98,19.95,2.5,,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASBB1001,MURCIA,LOSAN,SS27,BABY BOY,SHORT,BASIC LINE,Carry Over,BABY_BOY,WOVEN,BOTTOMS,NEWBORN,baby_bloomers,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,1,MEDIUM GREY MELANGE,NAVY,1,PACK 5 (06/09-24/36),7,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01FL503 NO BRUSHED FLEECE,100% COTTON 260 GR,2.35,,,3.98,9.95,2.5,3.53,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASBB1002,RONDA,LOSAN,SS27,BABY BOY,SHORT,BASIC LINE,Carry Over,BABY_BOY,WOVEN,BOTTOMS,NEWBORN,baby_bloomers,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,,MEDIUM DENIM,,1,PACK 5 (06/09-24/36),,SYLVIE MARQUES,,400000038,"WEIFANG XINHUALI CLOTHING CO .,LTD",400000038,01FL605 FLEECE DENIM EFFECT,90% COTTON 5% ELAST.,3.6,,,7.18,17.95,2.5,5.4,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASBB1003,REUS,LOSAN,SS27,BABY BOY,SHORT,BASIC LINE,Carry Over,BABY_BOY,WOVEN,BOTTOMS,NEWBORN,baby_bloomers,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,,MEDIUM DENIM,,1,PACK 5 (06/09-24/36),,ALBERT PARREÑO,,400000042,ZILLION EXPORTS,400000042,02DE1058 DENIM,73% COTTON 25% POLI 2% ELASTH,,,,7.18,17.95,2.5,,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASBG0101,GANDIA,LOSAN,SS27,BABY GIRL,T-SHIRT,BASIC LINE,Carry Over,BABY_GIRL,KNIT,TOPS,NEWBORN,baby_top,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,LOS Baby Knit — Tops,6,,WHITE,,1,PACK 5 (06/09-24/36),,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ007 SINGLE JERSEY,100% COTTON 160 GR,1.58,,,2.38,5.95,2.5,2.37,,,,,false,true,true,false,false,Borrador,true,
LBASBG0601,HUESCA,LOSAN,SS27,BABY GIRL,OUTERWEAR,BASIC LINE,Carry Over,BABY_GIRL,WOVEN,OUTERWEAR,STRUCTURED_JACKETS,casual_jacket,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,,SALMON,,1,PACK 5 (06/09-24/36),,SYLVIE MARQUES,,400000038,"WEIFANG XINHUALI CLOTHING CO .,LTD",,02NY1049 NYLON,100% POLIESTER,4.5,,,9.18,22.95,2.5,6.75,,,,,false,true,true,false,false,Borrador,true,ITEM_GENERIC_TARGET_NADO · PENDING_GRADING
LBASBG0901,LAREDO,LOSAN,SS27,BABY GIRL,PANT,BASIC LINE,Carry Over,BABY_GIRL,WOVEN,BOTTOMS,NEWBORN,baby_leggings,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,1,SALMON,NAVY,1,PACK 5 (06/09-24/36),7,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,,01SJ103 SINGLE JERSEY,95% COTTON 5% ELAST. 200 GR,,,,2.78,6.95,2.5,,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASBG1001,SEGOVIA,LOSAN,SS27,BABY GIRL,SHORT,BASIC LINE,,BABY_GIRL,WOVEN,BOTTOMS,NEWBORN,baby_bloomers,BABY_LOS_01,03/06; 06/09; 09/12; 12/18; 18/24; 24/36,COMPLET,03/06,,6,,MEDIUM DENIM,,1,PACK 5 (06/09-24/36),,SYLVIE MARQUES,,400000038,"WEIFANG XINHUALI CLOTHING CO .,LTD",400000038,01FL605 FLEECE DENIM EFFECT,90% COTTON 5% ELAST.,3.1,,,6.78,16.95,2.5,4.65,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASG0101,OPORTO,LOSAN,SS27,TEEN GIRL,T-SHIRT,BASIC LINE,Carry Over,TEEN_GIRL,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl Knit — Tops,5,1,OFF WHITE,BLACK,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,400000003,01SJ007 SINGLE JERSEY,100% COTTON 160 GR.,1.7,,,2.78,6.95,2.5,2.55,,,,,false,true,true,false,false,Borrador,true,
LBASG0102,ESTAMBUL,LOSAN,SS27,TEEN GIRL,T-SHIRT,BASIC LINE,Carry Over,TEEN_GIRL,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl Knit — Tops,5,1,BLACK,OFF WHITE,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,400000005,01SJ101 SINGLE JERSEY,95% COTTON 5% ELASTANE 160 GR.,1.35,,,2.78,6.95,2.5,2.03,,,,,false,true,true,false,false,Borrador,true,
LBASG0103,PEKIN,LOSAN,SS27,TEEN GIRL,T-SHIRT,BASIC LINE,Carry Over,TEEN_GIRL,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl Knit — Tops,5,2,CREAM LEMON,OFF WHITE || BLACK,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,400000005,01SJ101 SINGLE JERSEY,95% COTTON 5% ELASTANE 160 GR.,1.1,,,2.78,6.95,2.5,1.65,,,,,false,true,true,false,false,Borrador,true,
LBASG0601,TOKYO,LOSAN,SS27,TEEN GIRL,OUTERWEAR,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,OUTERWEAR,STRUCTURED_JACKETS,casual_jacket,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,,5,,LIGHT DENIM,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000042,ZILLION EXPORTS,,02DE279 DENIM,87% COTTON 12% POLYESTER 1% ELASTANE,,,,13.98,34.95,2.5,,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASG0801,OSAKA,LOSAN,SS27,TEEN GIRL,DENIM,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,,MEDIUM DENIM,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000006,GLAMOUR GARMENTS,,02DE1153 DENIM PD,99% COTTON 1% ELASTANE 8.25 GR.,5,,,8.78,21.95,2.5,7.5,,,,,false,true,true,false,false,Borrador,true,
LBASG0901,SANGHAI,LOSAN,SS27,TEEN GIRL,DENIM,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,1,MEDIUM DENIM,LIGHT DENIM,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000006,GLAMOUR GARMENTS,,02DE1165 DENIM GLAMOUR,100% COTTON,5.8,,,11.18,27.95,2.5,8.7,,,,,false,true,true,false,false,Borrador,true,
LBASG0902,BANGKOK,LOSAN,SS27,TEEN GIRL,DENIM,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,1,LIGHT DENIM,MEDIUM DENIM,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000042,ZILLION EXPORTS,,02DE1058 DENIM,73% COTTON 25% POLYESTER 2% ELASTANE,,,,9.98,24.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
LBASG0903,BOMBAI,LOSAN,SS27,TEEN GIRL,DENIM,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,,MEDIUM DENIM,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000042,ZILLION EXPORTS,,02DE215 DENIM NEW FERRO,79% COTTON 19% POLYESTER 2% ELASTANE,,,,9.18,22.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
LBASG0904,NAIROBI,LOSAN,SS27,TEEN GIRL,PANT,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,trousers,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,,BLACK,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,,01SJ103 SINGLE JERSEY,95% COTTON 5% ELASTANE 200 GR.,,,,3.98,9.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
LBASG0905,ATLANTA,LOSAN,SS27,TEEN GIRL,PANT,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,trousers,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,,BLACK,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL102 NO BRUSHED FLEECE,95% COTTON 5% ELASTANE 260 GR.,2.6,,,5.18,12.95,2.5,3.9,,,,,false,true,true,false,false,Borrador,true,
LBASG1001,SEUL,LOSAN,SS27,TEEN GIRL,DENIM,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,,LIGHT DENIM,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000042,ZILLION EXPORTS,,02DE1058 DENIM,73% COTTON 25% POLYESTER 2% ELASTANE,,,,7.58,18.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
LBASG1002,SINGAPUR,LOSAN,SS27,TEEN GIRL,DENIM,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,,MEDIUM DENIM,,1,PACK 5 (08-16),,SYLVIE MARQUES,,400000038,"WEIFANG XINHUALI CLOTHING CO .,LTD",400000038,01FL605 NO BRUSHED FLEECE DENIM EFFECT,96% COTTON 4% ELASTANE 300 GR.,3.1,,,7.58,18.95,2.5,4.65,,,,,false,true,true,false,false,Borrador,true,
LBASG1003,SEATTLE,LOSAN,SS27,TEEN GIRL,SHORT,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,shorts,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,1,BLACK,NAVY,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,400000016,01SJ103 SINGLE JERSEY,95% COTTON 5% ELASTANE 200 GR.,,,,3.18,7.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
LBASG1004,DALLAS,LOSAN,SS27,TEEN GIRL,SHORT,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,shorts,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,1,BLACK,NAVY,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,400000016,01SJ103 SINGLE JERSEY,95% COTTON 5% ELASTANE 200 GR.,,,,3.58,8.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
LBASG1005,TORONTO,LOSAN,SS27,TEEN GIRL,SHORT,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,shorts,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,1,LILAC,OFF WHITE,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,400000005,01SJ1090 SINGLE JERSEY,60% COTTON 40% POLYESTER 160 GR.,1.45,,,3.98,9.95,2.5,2.18,,,,,false,true,true,false,false,Borrador,true,
LBASG1006,DUBAI,LOSAN,SS27,TEEN GIRL,DENIM,BASIC LINE,Carry Over,TEEN_GIRL,WOVEN,BOTTOMS,TAILORED_PANTS,jeans,YOUTH_GIRL_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Girl — Bottoms,5,,OFF WHITE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000029,SOURCE INTERNATIONAL,400000030,02TW138 SLUB TWILL 882 (NEW NOVI),98% COTTON 2% ELASTANE,5.1,,,9.18,22.95,2.5,7.65,,,,,false,true,true,false,false,Borrador,true,
LBASH0101,MIGUEL,LOSAN,SS27,MAN,T-SHIRT,BASIC LINE,Carry Over,MAN,KNIT,TOPS,JERSEY_TOPS,t_shirt,MAN_LOS_01,S; M; L; XL; 2XL; 3XL; 4XL; 5XL; 6XL,COMPLET,M,LOS Man Knit — Tops,9,6,WHITE,DRIED SAGE || TAUPE || NAVY || BLACK || MEDIUM GREY MELANGE || ROSE SAND,1,PACK 6 (M-2XL),60,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,400000005,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.5,,,3.83,9.95,2.6,3.75,,,,,false,true,true,false,false,Borrador,true,
LBASH0102,MELILLA,LOSAN,SS27,MAN,T-SHIRT,BASIC LINE,Carry Over,MAN,KNIT,TOPS,JERSEY_TOPS,t_shirt,MAN_LOS_01,S; M; L; XL; 2XL; 3XL; 4XL,SUBCONJUNT,M,LOS Man Knit — Tops,7,4,MIST BLUE,ASPHALT || OCEAN BLUE || WHITE || PETAL,1,PACK 6 (M-2XL),32,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,400000011,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,3,,,4.38,10.95,2.5,4.5,,,,,false,true,true,false,false,Borrador,true,
LBASH0103,SALOU,LOSAN,SS27,MAN,T-SHIRT,BASIC LINE,Carry Over,MAN,KNIT,TOPS,JERSEY_TOPS,t_shirt,MAN_LOS_01,S; M; L; XL; 2XL; 3XL; 4XL; 5XL; 6XL,COMPLET,M,LOS Man Knit — Tops,9,4,BLACK,DRIED SAGE || NAVY || WHITE || MEDIUM GREY MELANGE,1,PACK 6 (M-2XL),40,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,400000003,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.9,,,3.58,8.95,2.5,4.35,,,,,false,true,true,false,false,Borrador,true,
LBASH0201,OVIEDO,LOSAN,SS27,MAN,POLO,BASIC LINE,Carry Over,MAN,KNIT,TOPS,JERSEY_TOPS,polo,MAN_LOS_01,S; M; L; XL; 2XL; 3XL; 4XL; 5XL; 6XL,COMPLET,M,LOS Man Knit — Tops,9,4,REEF,ULTRAMARINE BLUE || DRIED SAGE || BLACK || CLASIC BLUE,1,PACK 6 (M-2XL),40,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,400000009,01PQ1033 PIQUE,100%COTTON 210 GRS,3.38,,,5.91,15.95,2.7,5.07,,,,,false,true,true,false,false,Borrador,true,
LBASH0202,AVILA,LOSAN,SS27,MAN,POLO,BASIC LINE,Carry Over,MAN,KNIT,TOPS,JERSEY_TOPS,polo,MAN_LOS_01,S; M; L; XL; 2XL; 3XL; 4XL; 5XL; 6XL,COMPLET,M,LOS Man Knit — Tops,9,7,PETAL,CORAL || ELM GREEN || ATLANTIC BLUE || OCEAN BLUE || WHITE || BLACK || AQUA GREEN,1,PACK 6 (M-2XL),70,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,400000003,01PQ1033 PIQUE,100%COTTON 210GRS,3.78,,,6.65,17.95,2.7,5.67,,,,,false,true,true,false,false,Borrador,true,
LBASH0301,CEUTA,LOSAN,SS27,MAN,SHIRT,BASIC LINE,Carry Over,MAN,WOVEN,TOPS,BUTTONED_TOPS,shirt_woven,MAN_LOS_01,S; M; L; XL; 2XL; 3XL; 4XL; 5XL; 6XL,COMPLET,M,,9,7,AQUA GREEN,LIGHT SALMON || COCOA || LIGH BEIGE || WHITE || TURQUOISE || INDIGO,1,PACK 6 (M-2XL),70,ALBERT PARREÑO,,400000034,THE SHANIN CORPORATION LTD.,400000034,02LN020 TAFFETA THINNER,55%LINEN 45%COTTON 150GRS,,,,12.94,34.95,2.7,,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASH0601,TURIN,LOSAN,SS27,MAN,OUTERWEAR,BASIC LINE,Refresh,MAN,WOVEN,OUTERWEAR,STRUCTURED_JACKETS,casual_jacket,MAN_LOS_01,S; M; L; XL; 2XL; 3XL; 4XL,SUBCONJUNT,M,,7,1,BEIGE,NAVY,1,PACK 6 (M-2XL),8,SYLVIE MARQUES,,400000037,"WEIFANG WEIJIA INT. TRADE CO.,LTD",400000037,02OT001 OTOMAN,65%COTTON 35%POLYAMIDE,9.2,,,17.98,44.95,2.5,13.8,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
LBASH0901,ELCHE,LOSAN,SS27,MAN,PANT,BASIC LINE,Carry Over,MAN,WOVEN,BOTTOMS,TAILORED_PANTS,trousers,MAN_LOS_01,S; M; L; XL; 2XL; 3XL; 4XL; 5XL; 6XL,COMPLET,M,LOS Man Woven — Bottoms,9,2,DARK NAVY,BLACK || MEDIUM GREY MELANGE,1,PACK 6 (M-2XL),20,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01FL503 NO BRUSHED FLEECE,100%COTTON 260GRS,4.5,,,7.98,19.95,2.5,6.75,,,,,false,true,true,false,false,Borrador,true,
